PY Sentence Range,Candidate Rank,Match Tier,Match Score,IDF Cosine,Shared Distinct Words,Shared Words,Dd Paragraph Preview,PY Paragraph Preview
s1556-s1561,4,medium,0.1164,0.0718,3,"dām, mēnōy, ēn",36.87: ēk ēn kū Gannāy Mēnōy ud dēwān dām kōxšišn nē xrad-sardīhā dānišn-čimīgīhā bē čihrīg-kārīhā ud waranīg-xwāyišnīhā,caby_ch31_st7: wīstpanǰ frašn passoxgōwišnīh ohrmazd mad =iš paymān ī fradom kē =š ō rōšnīh gumēxt xwārīh ohrmazd kē ēn kird kū nēkīh ī =š ēdar ā =š ānōh abāg ā =š ēn tis mad ēstēd kū =š gāhānīgīh abāz rasēd ōy dām kū dām ī frārōn ōy xwēš kē pad xrad ahlāyīh dārēd pahlommenišnīh kū pad rāstī...
s2153-s2157,5,medium,0.1108,0.0644,3,"dām, nē, ēn",36.87: ēk ēn kū Gannāy Mēnōy ud dēwān dām kōxšišn nē xrad-sardīhā dānišn-čimīgīhā bē čihrīg-kārīhā ud waranīg-xwāyišnīhā,caby_ch44_st4: frašn ī frāzgōwišnīh zardušt ān ī az tō pursēm ī rāst ō man gōwē ohrmazd kē dārēd zamīg pad adārišnīh kū =š dāštār =ēw ī gētī nēst abēōftišn ay ēn dānam kū bē nē ōftēd kē āb ud urwar dād az kē ka wād ud abr āyōzēnd tēz ō xwēškārīh kē ohrmazd wahman dām kū wahman dām ī kē
s2518-s2521,1,medium,0.1133,0.116,2,"andarg, druwandān",36.88: ud Spazg dēw kē čihrīg ast pad nēst-zōr (kerdan) ī [T60_58v] dāmān ēk abar did sārēnēd ud čiyōn nē ayābēd ō sārēnišn ī andarg ahlawān sārēnēd druwandān-iz abar druwandān čiyōn nē ayābēd ō-iz sārēnīd ī andarg druwandān sārēnēd dēw abar dēw,"caby_ch49_st3: frāzgōwišnīh , yān , kāmagīhā andarggōwišnīh ī zardušt ēdōn =iz ān ī ōy ohrmazd kāmag bē dād ēstēd ēd kas ī ō pēš gōwam kē pad ahlāyīh sūd dahišn dādwar ā =š mizd dahēnd kē rēšēnēd pad druz ā =š pādufrāh kunēnd ān =m sālārīh kāmag ī pad wahman andarg ī harwistīn druwandān az h..."
s575-s578,3,medium,0.1068,0.0547,5,"abar, dāmān, dēw, nē, ēk",36.88: ud Spazg dēw kē čihrīg ast pad nēst-zōr (kerdan) ī [T60_58v] dāmān ēk abar did sārēnēd ud čiyōn nē ayābēd ō sārēnišn ī andarg ahlawān sārēnēd druwandān-iz abar druwandān čiyōn nē ayābēd ō-iz sārēnīd ī andarg druwandān sārēnēd dēw abar dēw,caby_ch9_st8: kē =š zad az ī dahāg ī sezefar ī sekamāl ī šašaš ī hazārwizōstār adādag ī pad gōhrag ī wasōz dēw druz ī wattar ō gēhānān zyāngār ud druwand kē =š wasōztom druz frāz kirrēnīd gannāgmēnōy abar ō astōmandān gēhān pad margīh ī ān ahlāyīh gēhān kū =š az druz ī getī ēk ān stahmagtar...
s2910,1,medium,0.1582,0.111,3,"dēwān, xešm, xurdruš",36.89: ud xurdruš Xešm čiyōn nē ayābēd ō kōxšēnīd ī ahlawān abganēd an-āštīh kōxšišn mayān ī druwandān ka nē ayābēd ō ān-iz ī druwandān [D7_209] kōxšīdārīh kōxšēnēd dēwān druzān āgenēn,caby_ch57_st45: pad snah ī gannāgmēnōy druwand ā =š az =š bawēd snah ī xešm ī xurdruš ā =š az =iš bawēd snah ī māzenīgān dēwān ā =š az =iš bawēd snah ī harwispīn dēwān ā =š az =iš bawēd
s2904,2,medium,0.1516,0.1629,2,"ayābēd, nē",36.89: ud xurdruš Xešm čiyōn nē ayābēd ō kōxšēnīd ī ahlawān abganēd an-āštīh kōxšišn mayān ī druwandān ka nē ayābēd ō ān-iz ī druwandān [D7_209] kōxšīdārīh kōxšēnēd dēwān druzān āgenēn,caby_ch57_st41: awēšān harwispīn pasīh ayābēd kē ōy pas hilēd ud nē ōy az pasīh ayābēd kē ōy sneh harw dō frāz rasēd pad wazišn kē weh srōšahlī kē pad ušastar hindūgān gīrēd ud kē =iz pad dōšastar ud nē zanēd ud kē =iz bē zanēd ā =iz rasēd
s1501-s1504,3,medium,0.1481,0.1386,3,"dēwān, nē, xešm",36.89: ud xurdruš Xešm čiyōn nē ayābēd ō kōxšēnīd ī ahlawān abganēd an-āštīh kōxšišn mayān ī druwandān ka nē ayābēd ō ān-iz ī druwandān [D7_209] kōxšīdārīh kōxšēnēd dēwān druzān āgenēn,caby_ch30_st6: frāzgōwišnīh zardušt awēšān nē rāst bē wizīnēnd kē dēwān hēnd čēgāmizēw kū dēw tis ī frārōn nē kunēnd kē =iz awēšān frēft awēšān =iz kē dēwān frēft ēstēnd ā =iz nē kunēnd ō pursišn abar mad hēnd kū =šān abāg dēwān hampursīd bawēd kē [=šān] dōšīd ān ī wattar pad menišn ēdōn abā...
s1306-s1308,4,medium,0.1301,0.095,4,"druwandān, dēwān, xešm, xurdruš",36.89: ud xurdruš Xešm čiyōn nē ayābēd ō kōxšēnīd ī ahlawān abganēd an-āštīh kōxšišn mayān ī druwandān ka nē ayābēd ō ān-iz ī druwandān [D7_209] kōxšīdārīh kōxšēnēd dēwān druzān āgenēn,caby_ch27_st1: abarhāwan be abrāzēnišn abarhāwan pad arwēs be nihišn ēdōn ān ī az harwispīn mahist pad ahūīh ud radīh kū ahūīh ud radīh rāy az yazdān meh daham kē ohrmazd pad snah ī gannāgmēnōy ī druwand pad snah ī xešm ī xurdruš pad snah ī māzenīgān dēwān pad snah ī harwispīn dēwān ī kēnīgā...
s3419,5,medium,0.1229,0.1051,3,"abganēd, druwandān, nē",36.89: ud xurdruš Xešm čiyōn nē ayābēd ō kōxšēnīd ī ahlawān abganēd an-āštīh kōxšišn mayān ī druwandān ka nē ayābēd ō ān-iz ī druwandān [D7_209] kōxšīdārīh kōxšēnēd dēwān druzān āgenēn,caby_ch68_st38: az ān ān ī mēnōyān rādīh rēšēnēnd kē druwand hēnd az ān čiyōn =šān dēw pad tan mehmān nihādag ī wehān pad frārōnīh nihād be abganēnd ahlomōγ ohrmazd ān ī ōy abzōnīg mard be nihād ud nē ēdōn ān ī ahlaw čē ān nē abganēd pad kōdagīh =iz mard ī ahlaw xwāstār ast pad =iz kōdagpāyag...
s2332-s2335,1,medium,0.104,0.072,4,"ahlaw, druwand, hamē, nē",36.91: ēdōn-iz margēnāg Astwihād ī hamē ǰud-kerdār ka nē ahlaw margōmand nē-iz andar yazdān dāmān ān ī druwand mīrāg nixwārēd ō druzān pad margīh ī [TD4_266] xwad ast ǰud-garīh ī ham zōrān abzārān ∵,caby_ch46_st6: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd kē ān ī mad ēstēd nē ō mard kē pad xwāyišn āyēd kū pad kār ud kirbag āyēd dahēd druz ī ān dām kū dāmīh ī druz kunēd ā =š āsamīhēd kū =š bīm wimāyīhēd u =š zanīhēd čē ān ī druwand kē ō druwandān pahlomīh ud ān ahlaw kē ō ahlawān franā...
s2194-s2198,2,medium,0.1027,0.0702,4,"ahlaw, druwand, nē, xwad",36.91: ēdōn-iz margēnāg Astwihād ī hamē ǰud-kerdār ka nē ahlaw margōmand nē-iz andar yazdān dāmān ān ī druwand mīrāg nixwārēd ō druzān pad margīh ī [TD4_266] xwad ast ǰud-garīh ī ham zōrān abzārān ∵,caby_ch44_st12: frašn ī zardušt ān ī az tō pursēm ī rāst ō man gōwē ohrmazd kadār ahlaw kē hampursēd ud kadār druwand kadār ān gannā ud ān ān gannā kē man druwand pad ēd ī tō sūd petiyārēnēd pad ēd ī tō dēn az čē ka xwad awēšān pad āyišn nē gannāg menam kū čē rāy ka awēšān nē wēnam ā =šān pad...
s575-s578,3,medium,0.0932,0.0576,4,"druwand, dāmān, margīh, nē",36.91: ēdōn-iz margēnāg Astwihād ī hamē ǰud-kerdār ka nē ahlaw margōmand nē-iz andar yazdān dāmān ān ī druwand mīrāg nixwārēd ō druzān pad margīh ī [TD4_266] xwad ast ǰud-garīh ī ham zōrān abzārān ∵,caby_ch9_st8: kē =š zad az ī dahāg ī sezefar ī sekamāl ī šašaš ī hazārwizōstār adādag ī pad gōhrag ī wasōz dēw druz ī wattar ō gēhānān zyāngār ud druwand kē =š wasōztom druz frāz kirrēnīd gannāgmēnōy abar ō astōmandān gēhān pad margīh ī ān ahlāyīh gēhān kū =š az druz ī getī ēk ān stahmagtar...
s2896-s2897,4,low,0.09,0.0867,2,"druwand, margīh",36.91: ēdōn-iz margēnāg Astwihād ī hamē ǰud-kerdār ka nē ahlaw margōmand nē-iz andar yazdān dāmān ān ī druwand mīrāg nixwārēd ō druzān pad margīh ī [TD4_266] xwad ast ǰud-garīh ī ham zōrān abzārān ∵,caby_ch57_st36: frāz ēg andar harw dō axwān amāh bē pāyē ay srōšahlī ī hurust ī andar ēn axwān ī astōmandān ud kē =iz mēnōyān andar =iz panǰāhudhaft sāl bē az ōy ī druwand margīh ud bē az ōy ī druwand xešm ud bē az ōy ī druwand hēn dušmen kē pad ulīh drafš nayēnd pad pēšōbāyīh ī xešm u =šān x...
s562-s566,5,low,0.089,0.0686,3,"hamē, margīh, nē",36.91: ēdōn-iz margēnāg Astwihād ī hamē ǰud-kerdār ka nē ahlaw margōmand nē-iz andar yazdān dāmān ān ī druwand mīrāg nixwārēd ō druzān pad margīh ī [TD4_266] xwad ast ǰud-garīh ī ham zōrān abzārān ∵,caby_ch9_st5: pad ān ī ǰam xwadāyīh ī arwand nē sarmāg būd nē X garmāg nē zarmān būd ud nē margīh ud nē arešk ī dēwāndād hād hamē būd [hēnd] bē az wināh abāz dāšt ēstād hēnd pānzdahsālagārōysišn frāz raft hēnd pid ud pus kadārizēw hād burzōg pad stāyišn ī pusar guft kū pus ēdōn nēk būd ī pi...
s3571-s3573,1,medium,0.1013,0.0856,4,"abar, druwandān, druz, zanēnd",36.94: ud spurr mad ō dōšox ruwān ī druwandān kē pašēmān az frēbišn ān hamist zōr ī zadārīh ud dardēnīdārīh ud kōxšēnīdārīh ud wanīdārīh ī čihrag ast ō dēw abar xwad dēw ud Druz abāz wardēd xwad ō xwad kōxšēnd ud zanēnd ud darrēnd ud darrēnd wišōbēnd tā ka andar dōšox frāy bawēnd,caby_ch72_st5: kē druz az ān pad bēnayišnīh nayēd az ēn gēhān druz ī sāstārīh pad nayišn nayēnd sūdimand druz čiyōn pad nayišn nayēnd sūdimand druz čiyōn ēn zanēnd X pad pāduxšāyīh ōy ī apāduxšāy az harwisp kišwar abar kē haft barsom ō dast ī rāspīg dahišn pad hamēstārīh ud bēbarišnīh ī harw...
s3108,2,medium,0.0999,0.0838,4,"abar, druwandān, druz, zanēnd",36.94: ud spurr mad ō dōšox ruwān ī druwandān kē pašēmān az frēbišn ān hamist zōr ī zadārīh ud dardēnīdārīh ud kōxšēnīdārīh ud wanīdārīh ī čihrag ast ō dēw abar xwad dēw ud Druz abāz wardēd xwad ō xwad kōxšēnd ud zanēnd ud darrēnd ud darrēnd wišōbēnd tā ka andar dōšox frāy bawēnd,caby_ch61_st5: kē druz az ān pad bēnayišnīh nayēd az ēn gēhān druz ī sāstārīh pad nayišn nayēnd sūdōmand druz čiyōn pad nayišn nayēnd sūdōmand druz čiyōn ī pad ēn hīm pad ēn dēn zanēnd pad pāduxšāyīh ōy ī apāduxšā az harwisp kišwar abar kē haft pad bēhamēstārīh ud bēbarišnīh ī harwisp ī ān ī...
s2332-s2335,3,medium,0.0861,0.0655,4,"druwandān, druz, mad, tā",36.94: ud spurr mad ō dōšox ruwān ī druwandān kē pašēmān az frēbišn ān hamist zōr ī zadārīh ud dardēnīdārīh ud kōxšēnīdārīh ud wanīdārīh ī čihrag ast ō dēw abar xwad dēw ud Druz abāz wardēd xwad ō xwad kōxšēnd ud zanēnd ud darrēnd ud darrēnd wišōbēnd tā ka andar dōšox frāy bawēnd,caby_ch46_st6: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd kē ān ī mad ēstēd nē ō mard kē pad xwāyišn āyēd kū pad kār ud kirbag āyēd dahēd druz ī ān dām kū dāmīh ī druz kunēd ā =š āsamīhēd kū =š bīm wimāyīhēd u =š zanīhēd čē ān ī druwand kē ō druwandān pahlomīh ud ān ahlaw kē ō ahlawān franā...
s3260-s3262,4,low,0.0847,0.0523,2,"tā, zōr",36.94: ud spurr mad ō dōšox ruwān ī druwandān kē pašēmān az frēbišn ān hamist zōr ī zadārīh ud dardēnīdārīh ud kōxšēnīdārīh ud wanīdārīh ī čihrag ast ō dēw abar xwad dēw ud Druz abāz wardēd xwad ō xwad kōxšēnd ud zanēnd ud darrēnd ud darrēnd wišōbēnd tā ka andar dōšox frāy bawēnd,caby_ch66_st1: ahlāyīh ābādīh pahlom ast ābādīh =ēw ahlāyīh weh tā sar srišāmrūdīg gōwišn zōr be nigerišn
s1897-s1901,5,low,0.0805,0.0657,3,"abāz, tā, xwad",36.94: ud spurr mad ō dōšox ruwān ī druwandān kē pašēmān az frēbišn ān hamist zōr ī zadārīh ud dardēnīdārīh ud kōxšēnīdārīh ud wanīdārīh ī čihrag ast ō dēw abar xwad dēw ud Druz abāz wardēd xwad ō xwad kōxšēnd ud zanēnd ud darrēnd ud darrēnd wišōbēnd tā ka andar dōšox frāy bawēnd,caby_ch36_st3: yazišn ī zardušt ātaxš pad ān ī ohrmazd āgāh ast pad dēn ī ohrmazd ud pad mēnōyīh āgāh ast ī =š ast ka =š pad warahrānīh be nišānēnd abzōnīg ast xwad tā ka ōy ī tō nām čiyōn ī wāzišt ō ātaxš ī ohrmazd ī tō pad ān ī harw dō bē rasam kū =š hixr ī mēnōy ud gētī aziš abāz dāram
s2332-s2335,1,low,0.0862,0.0695,3,"druwand, druwandān, ēstēd",36.95: druwand ī pašēmān az dēw ī dardēnīdag čēr bawānd [T60_59v] ud nērōgtar bawānd zēndānīgan az zēndānbānān spurrīhēd ān ī druwandān dōšaxwīh <pt’š> čē abāz ēstēd abzōn ī [TD4_267] wināhān ī az ān wināh ī-šān kerd bērōnīhēnd az dōšox,caby_ch46_st6: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd kē ān ī mad ēstēd nē ō mard kē pad xwāyišn āyēd kū pad kār ud kirbag āyēd dahēd druz ī ān dām kū dāmīh ī druz kunēd ā =š āsamīhēd kū =š bīm wimāyīhēd u =š zanīhēd čē ān ī druwand kē ō druwandān pahlomīh ud ān ahlaw kē ō ahlawān franā...
s1509-s1512,1,low,0.086,0.0591,2,"druz, ēdōn",36.96b: kē-š wināhān ī az Druz rōz 3 ēdōn wiškīd wēzēnīhist ī āmēxtag-wināhān čiyōn burrišn taštīhēnd ud gardīhēnd wināh,caby_ch30_st8: ēdōn =iz pad ān dahišn pad tan ī pasēn ō awēšān kēnīgān wināhgārān rasēd kēn kū =šān pādufrāh kunēnd ēdōn ohrmazd kē ō tō xwadāyīh ā =š wahman bē dahēd mizd hōm ud urwarām andar hāwan abganišn pad awēšān hammōxtišn ī ohrmazd pad dēn ī ohrmazd ka ō ōy kē ahlāyīh kū pad tis ī fr...
s2073-s2076,2,low,0.0842,0.0567,2,"rōz, ēdōn",36.96b: kē-š wināhān ī az Druz rōz 3 ēdōn wiškīd wēzēnīhist ī āmēxtag-wināhān čiyōn burrišn taštīhēnd ud gardīhēnd wināh,caby_ch43_st7: frašn ī wahman ud ān ī ohrmazd frāzgōwišnīh abzōnīg =m ēdōn tō menīd hē ohrmazd ka ō man wahman bē mad pursīd =iz =iš az man kū kē hē az kēān hē čiyōn ān rōz daxšag rōz ī frāz ō hampursagīh nimūd ēstēd kū daxšag čiyōn kunam abar ēd tō gēhān ud tan rāy nimūd ēstēd
s2756-s2761,3,low,0.078,0.0484,2,"druz, ēdōn",36.96b: kē-š wināhān ī az Druz rōz 3 ēdōn wiškīd wēzēnīhist ī āmēxtag-wināhān čiyōn burrišn taštīhēnd ud gardīhēnd wināh,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s2199-s2204,4,low,0.0726,0.0412,2,"druz, ēdōn",36.96b: kē-š wināhān ī az Druz rōz 3 ēdōn wiškīd wēzēnīhist ī āmēxtag-wināhān čiyōn burrišn taštīhēnd ud gardīhēnd wināh,caby_ch44_st13: tāštgōwišnīh frašn ī zardušt ān ī az tō pursēm ī rāst ō man gōwē ohrmazd kay druz bē nayēd az ān pad [bē]nayišnīh druz ī sāstārīh awēšān ēdōn kē pad aniyōxšīdārīh pahikārēnd pad akirdhērbedestānīh ud nē ahlāyīh ka =šān nē nigēzēnd abāgēnēnd kū tis ī frārōn ka =šān gōwēnd ā =iz...
s1545-s1549,5,low,0.0664,0.033,2,"druz, ēdōn",36.96b: kē-š wināhān ī az Druz rōz 3 ēdōn wiškīd wēzēnīhist ī āmēxtag-wināhān čiyōn burrišn taštīhēnd ud gardīhēnd wināh,caby_ch31_st4: pahikārišn frāzgōwišnīh ka pad ān dahišn pad tan ī pasēn ašawahišt xwandār hānd ud ohrmazd =iz kū =m wehīh ēdōn bawād ī =m ohrmazd ud ašawahišt tuwān bawād xwand ōy =iz ī tarsagāy spandārmad ā =š xwandār hānd pahlomīh xwāyam wahman mizd hōm ud urwarām kōftan ud hāwan škeftan t...
s272,1,low,0.0844,0.0569,2,"būd, dādār",36.97: ud a-kārīh ī wišuftār Druz rāy pad ān ī rōšn sōhišn ī-šān dādār būd wispān ō wispān wēnēnd wispān āmurzēnd ud wispān wispān rāy ō dādār paywandīhēnd,caby_ch4_st7: awēšān niwēyēnam ī =m guft dādār ohrmazd ī rāyōmand ī xwarrahōmand mēnōyān mēnōytom kū hamē ka =š kāmēd andar amahraspandān mēnōy tuwān būd pad yazišn ud niyāyišn ud šnāyēnīdārīh ud frāzāfrīgānīh
s575-s578,2,low,0.0772,0.0474,2,"būd, druz",36.97: ud a-kārīh ī wišuftār Druz rāy pad ān ī rōšn sōhišn ī-šān dādār būd wispān ō wispān wēnēnd wispān āmurzēnd ud wispān wispān rāy ō dādār paywandīhēnd,caby_ch9_st8: kē =š zad az ī dahāg ī sezefar ī sekamāl ī šašaš ī hazārwizōstār adādag ī pad gōhrag ī wasōz dēw druz ī wattar ō gēhānān zyāngār ud druwand kē =š wasōztom druz frāz kirrēnīd gannāgmēnōy abar ō astōmandān gēhān pad margīh ī ān ahlāyīh gēhān kū =š az druz ī getī ēk ān stahmagtar...
s555-s561,3,low,0.0655,0.0318,2,"būd, rōšn",36.97: ud a-kārīh ī wišuftār Druz rāy pad ān ī rōšn sōhišn ī-šān dādār būd wispān ō wispān wēnēnd wispān āmurzēnd ud wispān wispān rāy ō dādār paywandīhēnd,caby_ch9_st4: ō man ōy passox guft hōm ī ahlaw dūrōš wīwanghān man fradom az mardōmān andar astōmandān gēhān hunīd =am ōy ān tarsagāhīh kird ō ōy mad ābādīh ka az ōy pus ul zād kē ǰam ī šēd ī huramag kē xwarrahōmandtom az zādān būd xwēškārtom ud xwaršēdnigerišntom az mardōmān būd hučašmtom...
s1195-s1196,4,low,0.0643,0.0302,2,"būd, dādār",36.97: ud a-kārīh ī wišuftār Druz rāy pad ān ī rōšn sōhišn ī-šān dādār būd wispān ō wispān wēnēnd wispān āmurzēnd ud wispān wispān rāy ō dādār paywandīhēnd,caby_ch24_st12: ēn gyāg taštag kē =š hōm ud urwarām andar pad datuš abāz nihišn pad urwēs be nihišn hāwan az kustag ī hōy ō kustag dašn X āwarišn pad rōy frāz nigūn kunišn awēšān niwēyēnam ī =m guft dādār ohrmazd rāyōmand ud xwarrahōmand ī mēnōyān mēnōytom kū hamē ka =š kāmēd andar amahraspan...
s1043-s1045,5,low,0.0571,0.0205,2,"būd, dādār",36.97: ud a-kārīh ī wišuftār Druz rāy pad ān ī rōšn sōhišn ī-šān dādār būd wispān ō wispān wēnēnd wispān āmurzēnd ud wispān wispān rāy ō dādār paywandīhēnd,caby_ch19_st1: baγān ahunawar bun pursīd zardušt az ohrmazd kū ohrmazd mēnōy ī abzōnīg dādār ī gēhān astōmandān ahlaw [ēd] [ohrmazd] [dādār] [ahlaw] [abārīg] [pad] [stāyišn] [ast] [kē] [dādār] [ahlaw] [gōwēd] čē ān saxwan būd ohrmazd ī =t ō man guft pēš az asmān pēš az āb pēš az zamīg pēš az...
s2756-s2761,1,medium,0.128,0.0922,4,"bawēd, druz, nēst, xwēš",36.99a: ud Druz pad ān ī xwēš zēn ud pad ān ī xwēš rānišn ān ī xwēš [D7_212] kōxšēnīdārīh ud ān ī dādār [TD4_268] xwarrah ud ān ī yazdān pērōzīhēnd čē nēst bawēd andar čār nēst bawānd ud hamist arwēsīhēnd aweštābīhēnd ud ānābīhēnd,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s2484-s2487,2,low,0.0893,0.0602,3,"bawānd, bawēd, yazdān",36.99a: ud Druz pad ān ī xwēš zēn ud pad ān ī xwēš rānišn ān ī xwēš [D7_212] kōxšēnīdārīh ud ān ī dādār [TD4_268] xwarrah ud ān ī yazdān pērōzīhēnd čē nēst bawēd andar čār nēst bawānd ud hamist arwēsīhēnd aweštābīhēnd ud ānābīhēnd,caby_ch48_st9: frašn ī yān ī zardušt kay ān dahišn āgāh bawam ka =tān pad čēgāmizēw pāduxšāyīh nēkīh be dād kū ān zamānag kay rasēd ohrmazd ašawahišt ka pad ān ī ōy zamān ān ī man hāwišt āškārag bawēd ān ī pad gumānīgīh rāst man pad ān rāstzīwišnīh ān ī pad wahman wišōbišn kū ka pad frārōnīh...
s9-s12,3,low,0.0853,0.047,2,"bawēd, xwēš",36.99a: ud Druz pad ān ī xwēš zēn ud pad ān ī xwēš rānišn ān ī xwēš [D7_212] kōxšēnīdārīh ud ān ī dādār [TD4_268] xwarrah ud ān ī yazdān pērōzīhēnd čē nēst bawēd andar čār nēst bawānd ud hamist arwēsīhēnd aweštābīhēnd ud ānābīhēnd,PY 0.3: pad mān ī ātaxšān pad mān ī wehān agar ham zōt xwēš yašt sāxtag bawēd agar rāspīg yašt sāxtag bawēd
s508-s510,4,low,0.0839,0.0727,2,"bawēd, xwēš",36.99a: ud Druz pad ān ī xwēš zēn ud pad ān ī xwēš rānišn ān ī xwēš [D7_212] kōxšēnīdārīh ud ān ī dādār [TD4_268] xwarrah ud ān ī yazdān pērōzīhēnd čē nēst bawēd andar čār nēst bawānd ud hamist arwēsīhēnd aweštābīhēnd ud ānābīhēnd,caby_ch8_st3: rāspīg pad gāh ī hāwanān guftan ēw xwarēd mard ān myazd kē ān arzānīg pad ahlāyīh kū =m kār ud kirbag xwēš ōh bawēd franāmišn kū ka =š tis dahēnd ā =š xwēš ōh bawēd ast kē ēdōn gōwēd hād ahlāyīh rāy pad franāmišn arzānīg
